url_path,views_total,views_unique
/chouhanindustries/copperhead/pulls,420,18
/chouhanindustries/copperhead,307,81
/chouhanindustries/copperhead/issues,189,25
/chouhanindustries/copperhead/pull/193,70,7
/chouhanindustries/copperhead/pull/215,53,3
/chouhanindustries/copperhead/issues/66,52,17
/chouhanindustries/copperhead/pull/186,47,5
/chouhanindustries/copperhead/pull/160,46,9
/chouhanindustries/copperhead/pull/174,43,7
/chouhanindustries/copperhead/pull/173,38,5
