url_path,views_total,views_unique
/chouhanindustries/copperhead/pulls,324,19
/chouhanindustries/copperhead,267,75
/chouhanindustries/copperhead/issues,149,22
/chouhanindustries/copperhead/pull/193,70,7
/chouhanindustries/copperhead/pull/236,65,5
/chouhanindustries/copperhead/pull/215,53,3
/chouhanindustries/copperhead/pull/186,47,5
/chouhanindustries/copperhead/issues/66,39,10
/chouhanindustries/copperhead/pull/160,30,8
/chouhanindustries/copperhead/pull/174,29,7
