url_path,views_total,views_unique
/chouhanindustries/copperhead/pulls,561,20
/chouhanindustries/copperhead,358,90
/chouhanindustries/copperhead/issues,210,26
/chouhanindustries/copperhead/pull/157,83,5
/chouhanindustries/copperhead/pull/193,69,7
/chouhanindustries/copperhead/pull/160,62,10
/chouhanindustries/copperhead/pull/162,57,6
/chouhanindustries/copperhead/pull/158,55,5
/chouhanindustries/copperhead/issues/66,50,23
/chouhanindustries/copperhead/pull/215,50,3
