url_path,views_total,views_unique
/chouhanindustries/copperhead/pulls,604,23
/chouhanindustries/copperhead,391,102
/chouhanindustries/copperhead/issues,227,29
/chouhanindustries/copperhead/pull/157,82,5
/chouhanindustries/copperhead/pull/193,66,7
/chouhanindustries/copperhead/pull/160,61,10
/chouhanindustries/copperhead/issues/66,59,26
/chouhanindustries/copperhead/pull/162,56,6
/chouhanindustries/copperhead/pull/158,54,5
/chouhanindustries/copperhead/pull/215,48,3
