url_path,views_total,views_unique
/chouhanindustries/copperhead/pulls,487,19
/chouhanindustries/copperhead,328,82
/chouhanindustries/copperhead/issues,183,25
/chouhanindustries/copperhead/pull/193,70,7
/chouhanindustries/copperhead/pull/160,62,10
/chouhanindustries/copperhead/pull/162,57,6
/chouhanindustries/copperhead/pull/157,54,5
/chouhanindustries/copperhead/pull/215,52,3
/chouhanindustries/copperhead/pull/158,50,5
/chouhanindustries/copperhead/pull/186,47,5
