url_path,views_total,views_unique
/chouhanindustries/copperhead/pulls,265,18
/chouhanindustries/copperhead,242,74
/chouhanindustries/copperhead/issues,133,20
/chouhanindustries/copperhead/pull/236,78,6
/chouhanindustries/copperhead/pull/193,70,7
/chouhanindustries/copperhead/pull/215,53,3
/chouhanindustries/copperhead/pull/186,47,5
/chouhanindustries/copperhead/issues/66,35,6
/chouhanindustries/copperhead/pull/187,29,4
/chouhanindustries/copperhead/issues/235,28,7
