url_path,views_total,views_unique
/copperheadhq/copperhead,139,55
/chouhanindustries/copperhead,104,31
/copperheadhq/copperhead/pulls,62,11
/copperheadhq/copperhead/issues,54,13
/chouhanindustries/copperhead/pull/244,50,3
/chouhanindustries/copperhead/pulls,42,10
/chouhanindustries/copperhead/issues,36,16
/copperheadhq/copperhead/issues/66,33,25
/copperheadhq/copperhead/releases/tag/v0.10.0,23,18
/copperheadhq/copperhead/issues/251,20,3
