url_path,views_total,views_unique
/chouhanindustries/copperhead/pulls,461,22
/chouhanindustries/copperhead,334,83
/chouhanindustries/copperhead/issues,195,27
/chouhanindustries/copperhead/pull/193,70,7
/chouhanindustries/copperhead/pull/215,53,3
/chouhanindustries/copperhead/pull/160,52,10
/chouhanindustries/copperhead/pull/162,48,6
/chouhanindustries/copperhead/pull/186,47,5
/chouhanindustries/copperhead/issues/66,43,17
/chouhanindustries/copperhead/pull/174,43,7
