url_path,views_total,views_unique
/chouhanindustries/copperhead,121,37
/copperheadhq/copperhead,106,44
/chouhanindustries/copperhead/pulls,56,12
/chouhanindustries/copperhead/pull/244,50,3
/copperheadhq/copperhead/pulls,46,10
/copperheadhq/copperhead/issues,41,11
/chouhanindustries/copperhead/issues,38,16
/copperheadhq/copperhead/issues/66,31,24
/copperheadhq/copperhead/releases/tag/v0.10.0,23,18
/chouhanindustries/copperhead/pull/236,22,3
